Elève,0
1,0.0
2,251.0
4,36.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,179.0
15,0.0
16,0.0
18,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,63.0
25,0.0
26,0.0
27,0.0
28,5.0
30,107.0
31,0.0
33,0.0
34,0.0
35,450.0
37,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,755.0
44,4.0
45,0.0
46,3.0
47,0.0
49,0.0
50,268.0
51,200.0
52,0.0
53,5.0
54,11.0
55,0.0
56,0.0
57,19.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,140.0
64,0.0
65,0.0
66,13.0
67,21.0
68,467.0
69,0.0
70,128.0
71,0.0
72,0.0
73,252.0
75,0.0
76,0.0
77,0.0
78,23.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,21.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,1.0
96,0.0
97,19.0
98,0.0
99,0.0
100,0.0
101,0.0
102,15.0
103,0.0
104,35.0
105,399.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,30.0
117,1.0
118,0.0
119,0.0
120,300.0
121,0.0
122,12.0
123,0.0
124,2.0
125,0.0
126,4.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,306.0
134,14.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,57.0
144,0.0
145,71.0
146,0.0
147,73.0
148,0.0
149,0.0
150,0.0
151,0.0
152,5.0
153,18.0
154,37.0
155,0.0
156,0.0
157,1.0
158,0.0
159,0.0
160,0.0
161,319.0
162,17.0
163,0.0
164,0.0
165,0.0
166,0.0
167,127.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,84.0
175,0.0
176,9.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,22.0
184,3.0
185,0.0
186,345.0
187,0.0
188,0.0
189,0.0
190,103.0
191,14.0
192,18.0
193,0.0
194,36.0
195,0.0
196,463.0
197,0.0
198,0.0
199,0.0
200,139.0
201,0.0
202,0.0
203,8.0
204,147.0
205,0.0
206,0.0
207,11.0
208,0.0
209,0.0
210,0.0
211,0.0
212,22.0
213,2.0
214,0.0
215,0.0
216,0.0
217,45.0
218,0.0
219,17.0
220,0.0
221,0.0
222,15.0
223,0.0
224,0.0
225,3.0
226,0.0
227,0.0
228,78.0
229,344.0
230,0.0
231,0.0
