Id,Choice,ChoiceWeight
58,19,1.0
62,19,3.0
87,19,2.0
124,19,2.0
151,19,3.0
5,7,3.0
221,7,3.0
9,7,3.0
264,7,3.0
17,7,2.0
161,7,2.0
32,7,1.0
44,7,3.0
279,7,3.0
119,7,3.0
33,7,3.0
145,7,2.0
147,7,3.0
71,7,3.0
159,7,3.0
24,7,3.0
179,7,3.0
222,7,2.0
180,7,2.0
261,7,3.0
91,7,3.0
59,21,1.0
123,21,1.0
146,21,3.0
149,21,1.0
281,21,2.0
65,4,3.0
100,4,3.0
136,4,3.0
117,4,2.0
280,4,2.0
153,4,2.0
85,4,2.0
183,4,3.0
48,4,3.0
248,4,3.0
251,4,3.0
75,4,3.0
4,33,3.0
73,33,2.0
114,33,2.0
139,33,2.0
229,33,3.0
223,33,3.0
2,10,2.0
19,10,3.0
35,10,3.0
38,10,2.0
41,10,3.0
45,10,2.0
52,10,3.0
53,10,2.0
55,10,2.0
76,10,3.0
115,10,2.0
60,10,2.0
118,10,2.0
57,28,2.0
74,28,1.0
21,11,3.0
22,11,1.0
231,11,1.0
34,11,1.0
37,11,1.0
56,11,2.0
63,11,2.0
66,11,1.0
67,11,2.0
78,11,3.0
86,11,3.0
14,11,3.0
125,11,2.0
173,11,2.0
176,11,2.0
8,11,2.0
12,2,1.0
13,2,1.0
16,2,1.0
54,2,2.0
77,2,1.0
89,2,1.0
26,17,2.0
29,17,2.0
30,17,3.0
40,17,1.0
106,17,2.0
39,17,2.0
160,17,2.0
258,17,2.0
262,17,1.0
36,12,1.0
10,34,3.0
31,34,3.0
49,34,2.0
88,34,1.0
116,34,1.0
272,34,2.0
25,34,2.0
11,15,1.0
257,15,1.0
46,15,1.0
212,15,1.0
102,25,1.0
23,31,3.0
137,31,3.0
28,1,2.0
51,1,3.0
6,9,3.0
278,9,3.0
18,13,2.0
90,13,2.0
7,6,2.0
50,18,3.0
72,18,3.0
79,3,2.0
148,3,1.0
20,8,3.0
47,8,3.0
227,8,1.0
1,22,1.0
169,22,2.0
256,22,2.0
