Id,Choice,ChoiceWeight
22,6,2.0
45,6,2.0
24,6,2.0
68,6,2.0
92,6,3.0
93,6,3.0
99,6,3.0
102,6,3.0
104,6,2.0
120,6,2.0
148,6,3.0
154,6,3.0
174,6,1.0
176,6,2.0
143,6,2.0
196,6,1.0
200,6,1.0
221,6,3.0
229,6,2.0
10,11,2.0
16,11,3.0
103,11,1.0
135,11,3.0
152,11,2.0
155,11,3.0
65,12,1.0
84,12,2.0
122,12,1.0
156,12,2.0
167,12,2.0
70,12,2.0
169,12,3.0
173,12,3.0
203,12,1.0
4,13,2.0
5,13,2.0
21,13,2.0
150,13,2.0
50,13,3.0
2,13,3.0
89,13,3.0
134,13,3.0
73,13,3.0
147,13,2.0
161,13,2.0
133,13,2.0
180,13,2.0
194,13,2.0
227,13,1.0
228,13,1.0
64,31,2.0
83,31,3.0
119,31,3.0
126,31,3.0
153,31,2.0
160,31,2.0
168,31,2.0
181,31,3.0
139,31,3.0
220,31,2.0
231,31,3.0
8,7,2.0
30,7,2.0
49,7,1.0
51,7,1.0
60,7,2.0
94,7,3.0
145,7,3.0
182,7,2.0
183,7,2.0
186,7,1.0
190,7,2.0
192,7,2.0
9,28,3.0
118,28,3.0
11,28,3.0
219,28,1.0
85,28,3.0
91,28,3.0
202,28,2.0
207,28,2.0
27,10,1.0
31,10,2.0
41,10,3.0
109,10,2.0
6,2,2.0
43,2,2.0
57,2,3.0
35,2,3.0
66,2,2.0
222,2,2.0
105,2,2.0
226,2,2.0
14,25,2.0
107,25,3.0
108,25,3.0
189,25,2.0
217,25,1.0
23,21,3.0
25,21,2.0
37,21,1.0
47,21,2.0
54,21,3.0
55,21,2.0
124,21,3.0
164,21,3.0
212,0,0.0
67,27,2.0
157,27,2.0
87,27,3.0
79,27,3.0
117,27,1.0
116,27,1.0
137,27,2.0
136,27,2.0
193,27,3.0
185,27,3.0
44,30,2.0
59,30,2.0
132,30,2.0
146,30,2.0
171,30,2.0
199,30,1.0
209,30,3.0
230,30,2.0
18,9,3.0
81,9,1.0
125,9,2.0
172,9,3.0
13,9,3.0
178,9,2.0
7,9,2.0
179,9,2.0
223,9,2.0
39,8,1.0
56,8,3.0
75,8,3.0
96,8,1.0
106,8,3.0
162,8,1.0
170,8,2.0
205,8,2.0
42,20,3.0
63,20,1.0
72,20,1.0
80,20,2.0
97,20,1.0
110,20,2.0
113,20,2.0
123,20,2.0
175,20,2.0
127,20,1.0
138,20,1.0
144,20,2.0
149,20,3.0
165,20,3.0
151,20,2.0
159,20,2.0
163,20,2.0
198,20,2.0
204,20,1.0
215,20,2.0
216,20,3.0
224,20,3.0
53,23,1.0
58,23,2.0
100,23,3.0
112,23,2.0
121,23,3.0
129,23,2.0
141,23,3.0
206,23,1.0
46,16,2.0
62,16,2.0
69,16,3.0
77,16,3.0
86,16,2.0
90,16,3.0
95,16,2.0
101,16,1.0
111,16,3.0
114,16,3.0
128,16,1.0
131,16,2.0
140,16,2.0
177,16,2.0
184,16,2.0
225,16,2.0
12,15,1.0
15,15,2.0
34,15,3.0
76,15,2.0
98,15,2.0
201,15,2.0
33,4,1.0
82,4,2.0
142,4,1.0
213,4,1.0
40,19,2.0
158,19,1.0
191,19,3.0
210,19,2.0
28,32,2.0
197,32,3.0
1,17,3.0
20,17,1.0
78,3,1.0
188,3,2.0
195,3,2.0
211,3,3.0
208,3,3.0
88,26,1.0
115,26,1.0
61,18,3.0
218,18,3.0
26,1,2.0
52,1,2.0
130,1,3.0
71,24,3.0
166,24,3.0
187,24,3.0
214,24,3.0
